##|##
#cetug|#cɛtug
#jiloor|#ɟilɔːr
#xalam|#xɐlɐm
#xol|#xɔl
$100|$100
%|%
&|&
'|'
'''|'''
'''juddalukaayu|'''ɟudːɐlukɐːju
'''jëf|'''ɟəf
'''ku|'''ku
'''waaye|'''wɐːjɛ
'''yal|'''jɐl
''bennoo|''bɛnːɔː
''duñu|''duɲu
''li|''li
''xew|''xɛw
'0'|'0'
'1'|'1'
'agora'|'ɐgɔrɐ'
'akwadakk'|'ɐkwɐdɐkːʰ'
'asi'|'ɐsi'
'buntu|'bun̩tu
'cdp'|'cdp'
'fonteen'|'fɔn̩tɛːn'
'i'd|'i'd
sukran|sukrɐn
sukuraat|sukurɐːt
sula|sulɐ
sulaar|sulɐːr
sulaymaan|sulɐjmɐːn
suleen|sulɛːn
sulet|sulɛt
suleymaan|sulɛjmɐːn
suleyman|sulɛjmɐn
sulgi|sulgi
suliyet|sulijɛt
sullaymaan|suɫːɐjmɐːn
sulleymaan|suɫːɛjmɐːn
sulli|suɫːi
sulus|sulus
suluxu|suluxu
sulye|suljɛ
sum|sum
suma|sumɐ
sumaare|sumɐːrɛ
sumaaworo|sumɐːwɔrɔ
sumaawuru|sumɐːwuru
sumay|sumɐj
sumb|sum̩b
sumbaatoon|sum̩bɐːtɔːn
sumbee|sum̩bɛː
sumbejun|sum̩bɛɟun
sumboo|sum̩bɔː
sumboon|sum̩bɔːn
sumbëjun|sum̩bəɟun
summa|sumːɐ
summeeguñu|sumːɛːguɲu
summeekoom|sumːɛːkɔːm
summeeku|sumːɛːku
summi|sumːi
summiku|sumːiku
summil|sumːil
sump|sump
sumtu|sumtu
sumun|sumun
sumà|sumɐ
sun|sun
suna|sunɐ
sundus|sun̩dus
sune|sunɛ
sungeen|sun̩gɛːn
sunguf|sun̩guf
sungufu|sun̩gufu
suni|suni
suniy|sunij
sunjata|sunɟɐtɐ
sunjuñ|sunɟuɲ
sunna|sunːɐ
sunnaam|sunːɐːm
sunnay|sunːɐj
sunu|sunu
sunu'g|sunu'g
sunu'w|sunu'w
sunu'y|sunu'j
sunub|sunub
sunug|sunug
sunuk|sunuk
sunum|sunum
sunuw|sunuw
sunuy|sunuj
supp|supːʰ
suppeer|supːʰɛːr
suppome|supːʰɔmɛ
suppu|supːʰu
suq|suq
suqali|suqɐli
suqalig|suqɐlig
suqaliku|suqɐliku
suqam|suqɐm
suqi|suqi
suqli|suqli
suraas|surɐːs
suraŋ|surɐn
surga|surgɐ
surgaam|surgɐːm
surgaan|surgɐːn
surnaal|surnɐːl
surux|surux
susi|susi
susu|susu
sut|sut
sutoon|sutɔːn
sutul|sutul
sutura|suturɐ
suturaal|suturɐːl
suturaalkat|suturɐːlkɐt
suturaam|suturɐːm
suturloo|suturlɔː
suturlu|suturlu
sutuxlu|sutuxlu
suubkat|suːbkɐt
suude|suːdɛ
suuf|suːf
suufam|suːfɐm
suufas|suːfɐs
suufe|suːfɛ
suufeel|suːfɛːl
suufeelnu|suːfɛːlnu
suufeelu|suːfɛːlu
suufi|suːfi
suufsoppi|suːfsɔpːʰi
suufu|suːfu
suufu's|suːfu's
suufus|suːfus
suuf”|suːf”
suuh|suːh
suukam|suːkɐm
suukar|suːkɐr
suukareegu|suːkɐrɛːgu
suul|suːl
suulandoo|suːlɐn̩dɔː
suulee|suːlɛː
suuli|suːli
suulil|suːlil
suuloon|suːlɔːn
suulu|suːlu
suuna|suːnɐ
suur|suːr
suuroo|suːrɔː
suurul|suːrul
suurur|suːrur
suuruur|suːruːr
suusal|suːsɐl
suusee|suːsɛː
suux|suːx
suuxal|suːxɐl
suuxat|suːxɐt
suuxat```|suːxɐt```
suuxatal|suːxɐtɐl
suuxate|suːxɐtɛ
suuxatleen|suːxɐtlɛːn
suuxatu|suːxɐtu
suuxna|suːxnɐ
suuxoon|suːxɔːn
suuxu|suːxu
suwaasilaand|suwɐːsilɐːn̩d
suwaayili|suwɐːjili
suwaayli|suwɐːjli
suwayli|suwɐjli
suwe|suwɛ
suwed|suwɛd
suwwu|suwːu
suwye|suwjɛ
suxali|suxɐli
suy|suj
suye|sujɛ
suñ|suɲ
suñel|suɲɛl
suñu|suɲu
suñuy|suɲuj
suññeel|suɲːɛːl
suññéel|suɲːɛːl
svg|svg
swalbard|swɐlbɐrd
swingli|swin̩gli
sylla|sjɫːɐ
symbole|sjm̩bɔlɛ
synergies|sjnɛrgiɛs
system|sjstɛm
sàbbaal|sɐbːɐːl
sàcc|sɐcːʰ
sàccam|sɐcːʰɐm
sàcce|sɐcːʰɛ
sàccee|sɐcːʰɛː
sàccu|sɐcːʰu
sàdd|sɐdː
sàdde|sɐdːɛ
sàggal|sɐgːɐl
sàggan|sɐgːɐn
sàggane|sɐgːɐnɛ
sàgganee|sɐgːɐnɛː
sàgganu|sɐgːɐnu
sàjj|sɐɟːʰ
sàkk|sɐkːʰ
sàkka|sɐkːʰɐ
sàkkal|sɐkːʰɐl
sàkkaloon|sɐkːʰɐlɔːn
sàkkar|sɐkːʰɐr
sàkkara|sɐkːʰɐrɐ
sàkke|sɐkːʰɛ
sàkkee|sɐkːʰɛː
sàkkees|sɐkːʰɛːs
sàkket|sɐkːʰɛt
sàkketan|sɐkːʰɛtɐn
sàkki|sɐkːʰi
sàkkiy|sɐkːʰij
sàkkoo|sɐkːʰɔː
sàkkoon|sɐkːʰɔːn
sàkkoowul|sɐkːʰɔːwul
sàkku|sɐkːʰu
sàkkukati|sɐkːʰukɐti
sàkkul|sɐkːʰul
sàkkusi|sɐkːʰusi
sàkkuweesu|sɐkːʰuwɛːsu
sàkkuy|sɐkːʰuj
sàl|sɐl
sàll|sɐɫː
sàllaaw|sɐɫːɐːw
sàllam|sɐɫːɐm
sàllarlu|sɐɫːɐrlu
sàllarñi|sɐɫːɐrɲi
sàlli|sɐɫːi
sàlliyan|sɐɫːijɐn
sàlloo|sɐɫːɔː
sàm|sɐm
sàmb|sɐm̩b
sàmba|sɐm̩bɐ
sàmbaa|sɐm̩bɐː
sàmbaraax|sɐm̩bɐrɐːx
sàmbay|sɐm̩bɐj
sàmbi|sɐm̩bi
sàmbkati|sɐm̩bkɐti
sàmbu|sɐm̩bu
sàmm|sɐmː
sàmmal|sɐmːɐl
sàmmante|sɐmːɐn̩tɛ
sàmme|sɐmːɛ
sàmmi|sɐmːi
sàmmii|sɐmːiː
sàmmkat|sɐmːkɐt
sàmmkati|sɐmːkɐti
sàmmkatu|sɐmːkɐtu
sàmmleen|sɐmːlɛːn
sàmmonte|sɐmːɔn̩tɛ
sàmmoonte|sɐmːɔːn̩tɛ
sàmmoonteek|sɐmːɔːn̩tɛːk
sàmmu|sɐmːu
sàmmul|sɐmːul
sàmmut|sɐmːut
sàmp|sɐmp
sàmpal|sɐmpɐl
sàmpe|sɐmpɛ
sàmpleen|sɐmplɛːn
sàncc|sɐɲcːʰ
sànccoon|sɐɲcːʰɔːn
sànce|sɐɲcɛ
sànceeb|sɐɲcɛːb
sàncoon|sɐɲcɔːn
sàndaga|sɐn̩dɐgɐ
sàndark|sɐn̩dɐrk
sàndarm|sɐn̩dɐrm
sàndarma|sɐn̩dɐrmɐ
sàndikaa|sɐn̩dikɐː
sàng|sɐn̩g
sàngam|sɐn̩gɐm
sàngamaar|sɐn̩gɐmɐːr
sàngan|sɐn̩gɐn
sàngara|sɐn̩gɐrɐ
sàngomaar|sɐn̩gɔmɐːr
sàngoo|sɐn̩gɔː
sàngra|sɐn̩grɐ
sàngu|sɐn̩gu
sàngul|sɐn̩gul
sànj|sɐnɟ
sànjaay|sɐnɟɐːj
sànk|sɐn̩k
sànkar|sɐn̩kɐr
sànkara|sɐn̩kɐrɐ
sànke|sɐn̩kɛ
sànkekat|sɐn̩kɛkɐt
sànkoo|sɐn̩kɔː
sànkoof|sɐn̩kɔːf
sànkoon|sɐn̩kɔːn
sànku|sɐn̩ku
sànnee|sɐnːɛː
sànni|sɐnːi
sànniji|sɐnːiɟi
sànnikaay|sɐnːikɐːj
sànnikat|sɐnːikɐt
sànnil|sɐnːil
sànniloon|sɐnːilɔːn
sànniwu|sɐnːiwu
sànniy|sɐnːij
sànq|sɐɴq
sànqare|sɐɴqɐrɛ
sànt|sɐn̩t
sàntar|sɐn̩tɐr
sànti|sɐn̩ti
sàntimet|sɐn̩timɛt
sàpoŋ|sɐpɔn
sàpp|sɐpːʰ
sàppaanoo|sɐpːʰɐːnɔː
sàppali|sɐpːʰɐli
sàppe|sɐpːʰɛ
sàppes|sɐpːʰɛs
sàppi|sɐpːʰi
sàppoti|sɐpːʰɔti
sàppóoti|sɐpːʰɔːti
sàq|sɐq
sàqami|sɐqɐmi
sàqee|sɐqɛː
sàqet|sɐqɛt
sàqi|sɐqi
sàqub|sɐqub
sàqum|sɐqum
sàrd|sɐrd
sàrdeñ|sɐrdɛɲ
sàrt|sɐrt
sàrtal|sɐrtɐl
sàrti|sɐrti
sàrtoo|sɐrtɔː
sàtt|sɐtːʰ
sàwwu|sɐwːu
sàññoon|sɐɲːɔːn
sájj|sáɟːʰ
sánni|sánːi
sâh|sâh
são|sãɔ
sãs|sãs
sèmbu|sèm̩bu
sébbee|sebːɛː
sébbi|sebːi
sébe|sebɛ
sédale|sedɐlɛ
sédd|sedː
séddale|sedːɐlɛ
séddaleb|sedːɐlɛb
séddalee|sedːɐlɛː
séddalekaay|sedːɐlɛkɐːj
séddalewaat|sedːɐlɛwɐːt
séddalewoo|sedːɐlɛwɔː
séddaliinu|sedːɐliːnu
séddalikoo|sedːɐlikɔː
séddaliku|sedːɐliku
séddatle|sedːɐtlɛ
séddatleku|sedːɐtlɛku
séddatliku|sedːɐtliku
séddoo|sedːɔː
séddu|sedːu
sédéelé|sedɛːle
séedale|sɛːdɐlɛ
séeddale|sɛːdːɐlɛ
séeddaliku|sɛːdːɐliku
séeju|sɛːɟu
séen|sɛːn
séenati|sɛːnɐti
séenee|sɛːnɛː
séeni|sɛːni
séeniy|sɛːnij
séenoon|sɛːnɔːn
séentoo|sɛːn̩tɔː
séentu|sɛːn̩tu
séentuwu|sɛːn̩tuwu
séentuwul|sɛːn̩tuwul
séentuwuloon|sɛːn̩tuwulɔːn
séenu|sɛːnu
séenub|sɛːnub
séenug|sɛːnug
séenée|sɛːnɛː
séenéen|sɛːnɛːn
séereer|sɛːrɛːr
séeréer|sɛːrɛːr
séeréeru|sɛːrɛːru
séeréér|sɛːreer
séet|sɛːt
séetal|sɛːtɐl
séex|sɛːx
séexale|sɛːxɐlɛ
séexlu|sɛːxlu
séexu|sɛːxu
ség|seg
séku|seku
sél|sel
séla|selɐ
sélébe|selebɛ
sémb|sem̩b
sémbeen|sem̩bɛːn
sémbi|sem̩bi
sémbu|sem̩bu
sémbub|sem̩bub
sémbum|sem̩bum
sémmiñ|semːiɲ
sémpi|sempi
sén|sen
séndal|sen̩dɐl
séng|sen̩g
sénii|seniː
séntu|sen̩tu
sépp|sepːʰ
séq|seq
séqi|seqi
séqiwul|seqiwul
séqoo|seqɔː
séqoom|seqɔːm
séqug|sequg
séquma|sequmɐ
sér|ser
séram|serɐm
séri|seri
série|seriɛ
sériif|seriːf
séte|setɛ
séwogaraafi|sewɔgɐrɐːfi
séwét|sewet
séwétul|sewetul
séwógaraafi|sewɔgɐrɐːfi
séy|sej
séyaat|sejɐːt
séyal|sejɐl
séydi|sejdi
séydu|sejdu
séyi|seji
séysi|sejsi
séyt|sejt
séytaane|sejtɐːnɛ
séyul|sejul
së|sə
sëb|səb
sëcc|səcːʰ
sëddë|sədːə
sëf|səf
sëfaan|səfɐːn
sëfaat|səfɐːt
sëgalul|səgɐlul
sëgg|səgː
sëggal|səgːɐl
sëggee|səgːɛː
sëggoon|səgːɔːn
sëgi|səgi
sëgéem|səgɛːm
sëkk|səkːʰ
sëkklem|səkːʰlɛm
sëll|səɫː
sëllu|səɫːu
sëlmal|səlmɐl
sëlmalee|səlmɐlɛː
sëlmël|səlməl
sëlu|səlu
sëlëm|sələm
sëmbi|səm̩bi
sëmm|səmː
sën|sən
sënat|sənɐt
sëng|sən̩g
sëngeem|sən̩gɛːm
sëngéemlu|sən̩gɛːmlu
sëntaare|sən̩tɐːrɛ
sëpp|səpːʰ
sëppu|səpːʰu
sëppéen|səpːʰɛːn
sëq|səq
sëqat|səqɐt
sëqu|səqu
sëqul|səqul
sëqët|səqət
sërax|sərɐx
sërignbi|sərignbi
sëriif|səriːf
sëriis|səriːs
sërin|sərin
sërinam|sərinɐm
sëriñ|səriɲ
sëriñam|səriɲɐm
sëriñe|səriɲɛ
sëriñtu|səriɲtu
sëriñu|səriɲu
sëriñub|səriɲub
sërxal|sərxɐl
sërëx|sərəx
sërëxal|sərəxɐl
sës|səs
sësal|səsɐl
sësale|səsɐlɛ
sësul|səsul
sët|sət
sëtaat|sətɐːt
sëtaatam|sətɐːtɐm
sëtam|sətɐm
sëtax|sətɐx
sëti|səti
sëtu|sətu
sëtumbar|sətum̩bɐr
sëy|səj
sëyal|səjɐl
sëyam|səjɐm
sëydi|səjdi
sëydinaa|səjdinɐː
sëye|səjɛ
sëyeef|səjɛːf
sëyeeful|səjɛːful
sëyi|səji
sëykat|səjkɐt
sëynu|səjnu
sëén|səen
sëñ|səɲ
sëŋŋ|sənː
sñ|sɲ
sònn|sònː
sòww|sòwː
sòwwu|sòwːu
sófi|sɔfi
sófóor|sɔfɔːr
sóll|sɔɫː
sómbi|sɔm̩bi
sóo|sɔː
sóob|sɔːb
sóobare|sɔːbɐrɛ
sóobe|sɔːbɛ
sóobee|sɔːbɛː
sóoblu|sɔːblu
sóoboo|sɔːbɔː
sóoboogul|sɔːbɔːgul
sóobu|sɔːbu
sóol|sɔːl
sóor|sɔːr
sóoraalees|sɔːrɐːlɛːs
sóorale|sɔːrɐlɛ
sóorooy|sɔːrɔːj
sóoru|sɔːru
sóowu|sɔːwu
sóppaliku|sɔpːʰɐliku
sóppaliwoon|sɔpːʰɐliwɔːn
sóri|sɔri
t|t
t1xaw|t1xɐw
ta|tɐ
taa|tɐː
taab|tɐːb
taaba|tɐːbɐ
taabal|tɐːbɐl
taafantoo|tɐːfɐn̩tɔː
taaj|tɐːɟ
taajabóon|tɐːɟɐbɔːn
taajabóonu|tɐːɟɐbɔːnu
taajal|tɐːɟɐl
taal|tɐːl
taala|tɐːlɐ
taalaa|tɐːlɐː
taalaale|tɐːlɐːlɛ
taalal|tɐːlɐl
taalati|tɐːlɐti
taalee|tɐːlɛː
taalib|tɐːlib
taalibe|tɐːlibɛ
taalibeb|tɐːlibɛb
taalibeem|tɐːlibɛːm
taalibey|tɐːlibɛj
taalif|tɐːlif
taalifi|tɐːlifi
taalifkat|tɐːlifkɐt
taalifoon|tɐːlifɔːn
taaliif|tɐːliːf
taalis|tɐːlis
taalleen|tɐːɫːɛːn
taaloon|tɐːlɔːn
taalube|tɐːlubɛ
taalubeb|tɐːlubɛb
taalubeem|tɐːlubɛːm
taalubey|tɐːlubɛj
taalubéem|tɐːlubɛːm
taalug|tɐːlug
taalukayu|tɐːlukɐju
taaluñu|tɐːluɲu
taam|tɐːm
taamu|tɐːmu
taamul|tɐːmul
taan|tɐːn
taank|tɐːn̩k
taar|tɐːr
taaral|tɐːrɐl
taaram|tɐːrɐm
taarde|tɐːrdɛ
taariix|tɐːriːx
taariixam|tɐːriːxɐm
taariixat|tɐːriːxɐt
taariixkat|tɐːriːxkɐt
taariixkatsoppi|tɐːriːxkɐtsɔpːʰi
taariixkatu|tɐːriːxkɐtu
taariixu|tɐːriːxu
taarikhkat|tɐːrikhkɐt
taarix|tɐːrix
taarixal|tɐːrixɐl
taarixe|tɐːrixɛ
taarixkat|tɐːrixkɐt
taarixkatu|tɐːrixkɐtu
taarixu|tɐːrixu
taaru|tɐːru
taarub|tɐːrub
taaruwul|tɐːruwul
taaru’b|tɐːru’b
taas|tɐːs
taaser|tɐːsɛr
taasu|tɐːsu
taat|tɐːt
taataan|tɐːtɐːn
taataanal|tɐːtɐːnɐl
taataar|tɐːtɐːr
taati|tɐːti
taatu|tɐːtu
taaw|tɐːw
taawam|tɐːwɐm
taawan|tɐːwɐn
taawfeex|tɐːwfɛːx
taawu|tɐːwu
taawub|tɐːwub
taax|tɐːx
taaxe|tɐːxɛ
taaxi|tɐːxi
taaxikaw|tɐːxikɐw
taaxikawam|tɐːxikɐwɐm
taaxirlu|tɐːxirlu
taaxu|tɐːxu
taaxub|tɐːxub
taaxum|tɐːxum
taaya|tɐːjɐ
taaye|tɐːjɛ
taayif|tɐːjif
taaywaan|tɐːjwɐːn
tab|tɐb
taba|tɐbɐ
tabaarakàlla|tɐbɐːrɐkɐɫːɐ
tabaarfakala|tɐbɐːrfɐkɐlɐ
tabaarkalla|tɐbɐːrkɐɫːɐ
tabala|tɐbɐlɐ
taban|tɐbɐn
tabanaani|tɐbɐnɐːni
tabarkallah|tɐbɐrkɐɫːɐh
tabaski|tɐbɐski
tabaskim|tɐbɐskim
tabaskisoppi|tɐbɐskisɔpːʰi
tabaskiwul|tɐbɐskiwul
tabaski’’|tɐbɐski’’
tabax|tɐbɐx
tabaxaat|tɐbɐxɐːt
tabaxal|tɐbɐxɐl
tabaxe|tɐbɐxɛ
tabaxee|tɐbɐxɛː
tabaxiin|tɐbɐxiːn
tabaxin|tɐbɐxin
tabaxinu|tɐbɐxinu
tabaxna|tɐbɐxnɐ
tabaxoon|tɐbɐxɔːn
tabaxu|tɐbɐxu
tabaxub|tɐbɐxub
tabaxukaay|tɐbɐxukɐːj
tabb|tɐbː
tabbe|tɐbːɛ
tabbee|tɐbːɛː
tabbeef|tɐbːɛːf
tabbees|tɐbːɛːs
tabboon|tɐbːɔːn
tabbug|tɐbːug
tabe|tɐbɛ
tabeem|tɐbɛːm
tabi|tɐbi
tabje|tɐbɟɛ
tabjewoon|tɐbɟɛwɔːn
tabla|tɐblɐ
tablo|tɐblɔ
tabló|tɐblɔ
tabo|tɐbɔ
tabuuk|tɐbuːk
tabël|tɐbəl
tacitus|tɐcitus
taf|tɐf
tafaar|tɐfɐːr
tafees|tɐfɛːs
tafoon|tɐfɔːn
tafsiir|tɐfsiːr
tafu|tɐfu
tag|tɐg
taga|tɐgɐ
tagal|tɐgɐl
tagar|tɐgɐr
tagatémbe|tɐgɐtem̩bɛ
tagg|tɐgː
taggat|tɐgːɐt
taggatkat|tɐgːɐtkɐt
tagge|tɐgːɛ
taggub|tɐgːub
tagoon|tɐgɔːn
tah|tɐh
tahaalaa|tɐhɐːlɐː
tahiti|tɐhiti
tahriif|tɐhriːf
tahti|tɐhti
tahtil|tɐhtil
taino|tɐinɔ
tairé|tɐire
takaal|tɐkɐːl
takal|tɐkɐl
takk|tɐkːʰ
takka|tɐkːʰɐ
takkaat|tɐkːʰɐːt
takkaay|tɐkːʰɐːj
takkaayam|tɐkːʰɐːjɐm
takkaayi|tɐkːʰɐːji
takkaayoowul|tɐkːʰɐːjɔːwul
takkal|tɐkːʰɐl
takkale|tɐkːʰɐlɛ
takkandeer|tɐkːʰɐn̩dɛːr
takkarnaase|tɐkːʰɐrnɐːsɛ
takkarnaasee|tɐkːʰɐrnɐːsɛː
takkatoo|tɐkːʰɐtɔː
takkay|tɐkːʰɐj
takkder|tɐkːʰdɛr
takke|tɐkːʰɛ
takkee|tɐkːʰɛː
takki|tɐkːʰi
takkkatu|tɐkːʰkɐtu
takkleen|tɐkːʰlɛːn
takkndeeram|tɐkːʰn̩dɛːrɐm
takkoo|tɐkːʰɔː
takkoon|tɐkːʰɔːn
takku|tɐkːʰu
takkug|tɐkːʰug
takkul|tɐkːʰul
takkute|tɐkːʰutɛ
takkuteem|tɐkːʰutɛːm
takkuwul|tɐkːʰuwul
takkuñu|tɐkːʰuɲu
takku…|tɐkːʰu…
taklamakaan|tɐklɐmɐkɐːn
taksi|tɐksi
takàbburan|tɐkɐbːurɐn
takë|tɐkə
tal|tɐl
talaa|tɐlɐː
talaata|tɐlɐːtɐ
talal|tɐlɐl
talalali|tɐlɐlɐli
talaliku|tɐlɐliku
talantu|tɐlɐn̩tu
tale|tɐlɛ
tali|tɐli
talib|tɐlib
talibe|tɐlibɛ
talking|tɐlkin̩g
tallaliku|tɐɫːɐliku
tallalikug|tɐɫːɐlikug
talu|tɐlu
taluma|tɐlumɐ
talut|tɐlut
taluñu|tɐluɲu
talàll|tɐlɐɫː
tal…|tɐl…
tam|tɐm
tama|tɐmɐ
tamaag|tɐmɐːg
tamaate|tɐmɐːtɛ
tamal|tɐmɐl
tamba|tɐm̩bɐ
tambaakunda|tɐm̩bɐːkun̩dɐ
tambaalu|tɐm̩bɐːlu
tambaambaalu|tɐm̩bɐːm̩bɐːlu
tambal|tɐm̩bɐl
tambalee|tɐm̩bɐlɛː
tambali|tɐm̩bɐli
tambaliwoon|tɐm̩bɐliwɔːn
tambli|tɐm̩bli
tamboor|tɐm̩bɔːr
tamdareet|tɐmdɐrɛːt
tamit|tɐmit
tammañ|tɐmːɐɲ
tamndareet|tɐmn̩dɐrɛːt
tamsir|tɐmsir
tamxari|tɐmxɐri
tamxarit|tɐmxɐrit
tamñareet|tɐmɲɐrɛːt
tan|tɐn
tanaaf|tɐnɐːf
tanboon|tɐnbɔːn
tanc|tɐɲc
tancu|tɐɲcu
tand|tɐn̩d
tandale|tɐn̩dɐlɛ
tandaleel|tɐn̩dɐlɛːl
tandandiir|tɐn̩dɐn̩diːr
tandatu|tɐn̩dɐtu
tandu|tɐn̩du
tane|tɐnɛ
taneef|tɐnɛːf
tanewu|tɐnɛwu
tangaay|tɐn̩gɐːj
tangal|tɐn̩gɐl
tanganica|tɐn̩gɐnicɐ
tanggoor|tɐn̩gːɔːr
tangoor|tɐn̩gɔːr
tangor|tɐn̩gɔr
tangà|tɐn̩gɐ
tani|tɐni
tania|tɐniɐ
tank|tɐn̩k
tanlaayam|tɐnlɐːjɐm
tann|tɐnː
tanneef|tɐnːɛːf
tannin|tɐnːin
tanoor|tɐnɔːr
tanq|tɐɴq
tanqal|tɐɴqɐl
tanqamlu|tɐɴqɐmlu
tanqe|tɐɴqɛ
tansaani|tɐnsɐːni
tansani|tɐnsɐni
tansiil|tɐnsiːl
tanxal|tɐnxɐl
tapatookatu|tɐpɐtɔːkɐtu
tapise|tɐpisɛ
tapoo|tɐpɔː
tapoog|tɐpɔːg
tapp|tɐpːʰ
tappaan|tɐpːʰɐːn
tappaanu|tɐpːʰɐːnu
tappaas|tɐpːʰɐːs
tappalaatukat|tɐpːʰɐlɐːtukɐt
tappale|tɐpːʰɐlɛ
tappalekat|tɐpːʰɐlɛkɐt
tappoo|tɐpːʰɔː
taq|tɐq
taqaan|tɐqɐːn
taqal|tɐqɐl
taqale|tɐqɐlɛ
taqaleg|tɐqɐlɛg
taqalo|tɐqɐlɔ
taqaloo|tɐqɐlɔː
taqalook|tɐqɐlɔːk
taqalool|tɐqɐlɔːl
taqentaan|tɐqɛn̩tɐːn
taqoo|tɐqɔː
taqook|tɐqɔːk
taqoon|tɐqɔːn
taqu|tɐqu
taquñu|tɐquɲu
tar|tɐr
taraange|tɐrɐːn̩gɛ
taraaware|tɐrɐːwɐrɛ
taraay|tɐrɐːj
taraayam|tɐrɐːjɐm
taraayu|tɐrɐːju
taraañsu|tɐrɐːɲsu
taradi|tɐrɐdi
tarafal|tɐrɐfɐl
taral|tɐrɐl
tararari|tɐrɐrɐri
tarasa|tɐrɐsɐ
tarawale|tɐrɐwɐlɛ
taraxlaayu|tɐrɐxlɐːju
tarbiya|tɐrbijɐ
tarbiyasoppi|tɐrbijɐsɔpːʰi
tarbiyawusi|tɐrbijɐwusi
tarbiyusi|tɐrbijusi
tare|tɐrɛ
tareet|tɐrɛːt
tari|tɐri
tarikhkat|tɐrikhkɐt
tariqa|tɐriqɐ
tarjumaani|tɐrɟumɐːni
taroon|tɐrɔːn
tarrafal|tɐrːɐfɐl
tars|tɐrs
taru|tɐru
tarug|tɐrug
tarxiis|tɐrxiːs
taréet|tɐrɛːt
tas|tɐs
tasaare|tɐsɐːrɛ
tasaaroo|tɐsɐːrɔː
tasaawuf|tɐsɐːwuf
tasagul|tɐsɐgul
tasam|tɐsɐm
tasaroo|tɐsɐrɔː
tasawudus|tɐsɐwudus
tasawuf|tɐsɐwuf
tasawuuf|tɐsɐwuːf
tase|tɐsɛ
tasee|tɐsɛː
taseeg|tɐsɛːg
taseek|tɐsɛːk
taseer|tɐsɛːr
taseet|tɐsɛːt
tasion|tɐsiɔn
taskati|tɐskɐti
taskatu|tɐskɐtu
tasmaani|tɐsmɐːni
tasoon|tɐsɔːn
tasriihul|tɐsriːhul
tassawuuf|tɐssɐwuːf
taste|tɐstɛ
tasug|tɐsug
tasum|tɐsum
tasyoŋ|tɐsjɔn
tasyoŋ…|tɐsjɔn…
tat|tɐt
tata|tɐtɐ
tataani|tɐtɐːni
tatafoo|tɐtɐfɔː
tatt|tɐtːʰ
tattafu|tɐtːʰɐfu
taurus|tɐurus
taux|tɐux
tav|tɐv
taw|tɐw
tawaaf|tɐwɐːf
tawaat|tɐwɐːt
tawagul|tɐwɐgul
tawam|tɐwɐm
tawat|tɐwɐt
tawati|tɐwɐti
tawatloo|tɐwɐtlɔː
tawatoon|tɐwɐtɔːn
tawee|tɐwɛː
tawfeex|tɐwfɛːx
tawfeexal|tɐwfɛːxɐl
tawfeexaloon|tɐwfɛːxɐlɔːn
tawfeexalul|tɐwfɛːxɐlul
tawféex|tɐwfɛːx
tawféexalee|tɐwfɛːxɐlɛː
tawhiid|tɐwhiːd
tawi|tɐwi
tawoon|tɐwɔːn
tawte|tɐwtɛ
tawu|tɐwu
tawub|tɐwub
tawul|tɐwul
tawxiitam|tɐwxiːtɐm
tax|tɐx
taxa|tɐxɐ
taxaar|tɐxɐːr
taxaaru|tɐxɐːru
taxal|tɐxɐl
taxale|tɐxɐlɛ
taxan|tɐxɐn
taxanaan|tɐxɐnɐːn
taxaoon|tɐxɐɔːn
taxar|tɐxɐr
taxatu|tɐxɐtu
taxatuñu|tɐxɐtuɲu
taxaw|tɐxɐw
taxawaalu|tɐxɐwɐːlu
taxawaalukat|tɐxɐwɐːlukɐt
taxawaay|tɐxɐwɐːj
taxawaayam|tɐxɐwɐːjɐm
taxawaayu|tɐxɐwɐːju
taxawal|tɐxɐwɐl
taxawalaat|tɐxɐwɐlɐːt
taxawalal|tɐxɐwɐlɐl
taxawale|tɐxɐwɐlɛ
taxawalee|tɐxɐwɐlɛː
taxawalees|tɐxɐwɐlɛːs
taxawaloon|tɐxɐwɐlɔːn
taxawandi|tɐxɐwɐn̩di
taxawayam|tɐxɐwɐjɐm
taxawe|tɐxɐwɛ
taxawee|tɐxɐwɛː
taxaweel|tɐxɐwɛːl
taxawleen|tɐxɐwlɛːn
taxawloo|tɐxɐwlɔː
taxawlu|tɐxɐwlu
taxawoo|tɐxɐwɔː
taxawoon|tɐxɐwɔːn
taxawu|tɐxɐwu
taxawul|tɐxɐwul
taxawuñu|tɐxɐwuɲu
taxaw»|tɐxɐw»
taxañ|tɐxɐɲ
taxañi|tɐxɐɲi
taxes|tɐxɛs
taxini|tɐxini
taxit|tɐxit
taxoon|tɐxɔːn
taxoon’a|tɐxɔːn’ɐ
taxu|tɐxu
taxukoo|tɐxukɔː
taxul|tɐxul
taxuloo|tɐxulɔː
taxumaa|tɐxumɐː
taxut|tɐxut
taxutoon|tɐxutɔːn
tax…su|tɐx…su
tay|tɐj
tayam|tɐjɐm
tayba|tɐjbɐ
taybaas|tɐjbɐːs
tayeef|tɐjɛːf
tayel|tɐjɛl
tayi|tɐji
tayiland|tɐjilɐn̩d
tayle|tɐjlɛ
tayoog|tɐjɔːg
taysiirul|tɐjsiːrul
taywaan|tɐjwɐːn
tayàtt|tɐjɐtːʰ
tayóor|tɐjɔːr
taà|tɐː
